title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Baseball Game,baseball-game,Easy,78.87799442162247,False,,array;stack;simulation,https://leetcode.com/problems/baseball-game/
K Empty Slots,k-empty-slots,Hard,37.74195782402438,True,,array;binary-indexed-tree;segment-tree;queue;sliding-window;heap-priority-queue;ordered-set;monotonic-queue,https://leetcode.com/problems/k-empty-slots/
Redundant Connection,redundant-connection,Medium,66.47818898608745,False,,depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/redundant-connection/
Redundant Connection II,redundant-connection-ii,Hard,35.21074659222395,False,,depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/redundant-connection-ii/
Repeated String Match,repeated-string-match,Medium,36.86152919611547,False,,string;string-matching,https://leetcode.com/problems/repeated-string-match/
Longest Univalue Path,longest-univalue-path,Medium,42.66196387909142,False,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/longest-univalue-path/
Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.60064926564914,False,,dynamic-programming,https://leetcode.com/problems/knight-probability-in-chessboard/
Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,Hard,59.469654810551255,False,,array;dynamic-programming;sliding-window;prefix-sum,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/
Employee Importance,employee-importance,Medium,68.45426784090282,False,,array;hash-table;tree;depth-first-search;breadth-first-search,https://leetcode.com/problems/employee-importance/
Stickers to Spell Word,stickers-to-spell-word,Hard,50.0653697019812,False,,array;hash-table;string;dynamic-programming;backtracking;bit-manipulation;memoization;bitmask,https://leetcode.com/problems/stickers-to-spell-word/
Top K Frequent Words,top-k-frequent-words,Medium,59.29993969035472,False,,array;hash-table;string;trie;sorting;heap-priority-queue;bucket-sort;counting,https://leetcode.com/problems/top-k-frequent-words/
Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,63.44891011471627,False,,bit-manipulation,https://leetcode.com/problems/binary-number-with-alternating-bits/
Number of Distinct Islands,number-of-distinct-islands,Medium,62.277911822768154,True,,hash-table;depth-first-search;breadth-first-search;union-find;hash-function,https://leetcode.com/problems/number-of-distinct-islands/
Max Area of Island,max-area-of-island,Medium,73.19091053586253,False,,array;depth-first-search;breadth-first-search;union-find;matrix,https://leetcode.com/problems/max-area-of-island/
Count Binary Substrings,count-binary-substrings,Easy,65.9302654666893,False,,two-pointers;string,https://leetcode.com/problems/count-binary-substrings/
Degree of an Array,degree-of-an-array,Easy,57.43692067947405,False,,array;hash-table,https://leetcode.com/problems/degree-of-an-array/
Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.13155526707873,False,,array;dynamic-programming;backtracking;bit-manipulation;memoization;bitmask,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/
Falling Squares,falling-squares,Hard,46.311051550596495,False,,array;segment-tree;ordered-set,https://leetcode.com/problems/falling-squares/
Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,81.75422531672427,False,,tree;binary-search-tree;binary-tree,https://leetcode.com/problems/search-in-a-binary-search-tree/
Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.40865118278859,False,,tree;binary-search-tree;binary-tree,https://leetcode.com/problems/insert-into-a-binary-search-tree/
Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,72.81990377413237,True,,array;binary-search;interactive,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/
Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,59.89437357783574,False,,tree;design;binary-search-tree;heap-priority-queue;binary-tree;data-stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/
Binary Search,binary-search,Easy,59.59999251678491,False,,array;binary-search,https://leetcode.com/problems/binary-search/
Design HashSet,design-hashset,Easy,67.05393202174469,False,,array;hash-table;linked-list;design;hash-function,https://leetcode.com/problems/design-hashset/
Design HashMap,design-hashmap,Easy,65.90547293121996,False,,array;hash-table;linked-list;design;hash-function,https://leetcode.com/problems/design-hashmap/
Design Linked List,design-linked-list,Medium,29.092937162191024,False,,linked-list;design,https://leetcode.com/problems/design-linked-list/
Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,38.140704773168316,True,,linked-list,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/
To Lower Case,to-lower-case,Easy,84.18688205882827,False,,string,https://leetcode.com/problems/to-lower-case/
Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.899119861440035,False,,array;hash-table;math;binary-search;sorting;randomized,https://leetcode.com/problems/random-pick-with-blacklist/
Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,54.871312246818604,True,,hash-table;depth-first-search;breadth-first-search;union-find;hash-function,https://leetcode.com/problems/number-of-distinct-islands-ii/
Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.74377496591481,False,,string;dynamic-programming,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/
Subarray Product Less Than K,subarray-product-less-than-k,Medium,52.886749660960156,False,,array;binary-search;sliding-window;prefix-sum,https://leetcode.com/problems/subarray-product-less-than-k/
Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,70.56177238165957,False,,array;dynamic-programming;greedy,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/
Range Module,range-module,Hard,44.20714322741174,False,,design;segment-tree;ordered-set,https://leetcode.com/problems/range-module/
Max Stack,max-stack,Hard,45.53744859451992,True,,linked-list;stack;design;doubly-linked-list;ordered-set,https://leetcode.com/problems/max-stack/
1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.14528765718126,False,,array,https://leetcode.com/problems/1-bit-and-2-bit-characters/
Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,51.019208806788065,False,,array;binary-search;dynamic-programming;sliding-window;rolling-hash;hash-function,https://leetcode.com/problems/maximum-length-of-repeated-subarray/
Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,45.81394596642655,False,,array;two-pointers;binary-search;sorting,https://leetcode.com/problems/find-k-th-smallest-pair-distance/
Longest Word in Dictionary,longest-word-in-dictionary,Medium,53.48266310943131,False,,array;hash-table;string;trie;sorting,https://leetcode.com/problems/longest-word-in-dictionary/
Accounts Merge,accounts-merge,Medium,59.63986206523014,False,,array;hash-table;string;depth-first-search;breadth-first-search;union-find;sorting,https://leetcode.com/problems/accounts-merge/
Remove Comments,remove-comments,Medium,39.41928528176676,False,,array;string,https://leetcode.com/problems/remove-comments/
Candy Crush,candy-crush,Medium,77.32202702311162,True,,array;two-pointers;matrix;simulation,https://leetcode.com/problems/candy-crush/
Find Pivot Index,find-pivot-index,Easy,60.614480596973976,False,,array;prefix-sum,https://leetcode.com/problems/find-pivot-index/
Split Linked List in Parts,split-linked-list-in-parts,Medium,70.20751485846681,False,,linked-list,https://leetcode.com/problems/split-linked-list-in-parts/
Number of Atoms,number-of-atoms,Hard,64.99275429088381,False,,hash-table;string;stack;sorting,https://leetcode.com/problems/number-of-atoms/
Minimum Window Subsequence,minimum-window-subsequence,Hard,43.611624345532,True,,string;dynamic-programming;sliding-window,https://leetcode.com/problems/minimum-window-subsequence/
Self Dividing Numbers,self-dividing-numbers,Easy,79.64014565265107,False,,math,https://leetcode.com/problems/self-dividing-numbers/
My Calendar I,my-calendar-i,Medium,58.15666990338663,False,,array;binary-search;design;segment-tree;ordered-set,https://leetcode.com/problems/my-calendar-i/
Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,46.42165267541027,False,,string;dynamic-programming,https://leetcode.com/problems/count-different-palindromic-subsequences/
My Calendar II,my-calendar-ii,Medium,62.33341052785188,False,,array;binary-search;design;segment-tree;prefix-sum;ordered-set,https://leetcode.com/problems/my-calendar-ii/
My Calendar III,my-calendar-iii,Hard,70.71319761805844,False,,binary-search;design;segment-tree;prefix-sum;ordered-set,https://leetcode.com/problems/my-calendar-iii/
Flood Fill,flood-fill,Easy,66.54063017489477,False,,array;depth-first-search;breadth-first-search;matrix,https://leetcode.com/problems/flood-fill/
Sentence Similarity,sentence-similarity,Easy,44.60804530485365,True,,array;hash-table;string,https://leetcode.com/problems/sentence-similarity/
Asteroid Collision,asteroid-collision,Medium,45.5556218786685,False,,array;stack;simulation,https://leetcode.com/problems/asteroid-collision/
Parse Lisp Expression,parse-lisp-expression,Hard,52.76683549052711,False,,hash-table;string;stack;recursion,https://leetcode.com/problems/parse-lisp-expression/
Sentence Similarity II,sentence-similarity-ii,Medium,50.670366779230335,True,,array;hash-table;string;depth-first-search;breadth-first-search;union-find,https://leetcode.com/problems/sentence-similarity-ii/
Monotone Increasing Digits,monotone-increasing-digits,Medium,48.725181475085755,False,,math;greedy,https://leetcode.com/problems/monotone-increasing-digits/
Daily Temperatures,daily-temperatures,Medium,67.39482245585191,False,,array;stack;monotonic-stack,https://leetcode.com/problems/daily-temperatures/
Delete and Earn,delete-and-earn,Medium,56.73535057894223,False,,array;hash-table;dynamic-programming,https://leetcode.com/problems/delete-and-earn/
Cherry Pickup,cherry-pickup,Hard,37.90652945492039,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/cherry-pickup/
Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,47.042881615561015,True,,tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/
Network Delay Time,network-delay-time,Medium,57.54970680668726,False,,depth-first-search;breadth-first-search;graph;heap-priority-queue;shortest-path,https://leetcode.com/problems/network-delay-time/
Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,54.11365837329652,False,,array;binary-search,https://leetcode.com/problems/find-smallest-letter-greater-than-target/
Prefix and Suffix Search,prefix-and-suffix-search,Hard,40.42359486138445,False,,array;hash-table;string;design;trie,https://leetcode.com/problems/prefix-and-suffix-search/
Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,67.2326962087258,False,,array;dynamic-programming,https://leetcode.com/problems/min-cost-climbing-stairs/
Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,50.82048935719797,False,,array;sorting,https://leetcode.com/problems/largest-number-at-least-twice-of-others/
Shortest Completing Word,shortest-completing-word,Easy,61.438397129186605,False,,array;hash-table;string,https://leetcode.com/problems/shortest-completing-word/
Contain Virus,contain-virus,Hard,52.61752678360201,False,,array;depth-first-search;breadth-first-search;matrix;simulation,https://leetcode.com/problems/contain-virus/
Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.82260810350698,True,,array;math;dynamic-programming;matrix,https://leetcode.com/problems/number-of-corner-rectangles/
IP to CIDR,ip-to-cidr,Medium,54.90431745197093,True,,string;bit-manipulation,https://leetcode.com/problems/ip-to-cidr/
Open the Lock,open-the-lock,Medium,60.738738648050564,False,,array;hash-table;string;breadth-first-search,https://leetcode.com/problems/open-the-lock/
Cracking the Safe,cracking-the-safe,Hard,57.80989340966162,False,,depth-first-search;graph;eulerian-circuit,https://leetcode.com/problems/cracking-the-safe/
Reach a Number,reach-a-number,Medium,43.90798364895303,False,,math;binary-search,https://leetcode.com/problems/reach-a-number/
Pour Water,pour-water,Medium,47.920967920967925,True,,array;simulation,https://leetcode.com/problems/pour-water/
Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.91896478574459,False,,bit-manipulation;depth-first-search;breadth-first-search,https://leetcode.com/problems/pyramid-transition-matrix/
Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,45.28627424704345,False,,array;greedy;sorting,https://leetcode.com/problems/set-intersection-size-at-least-two/
Bold Words in String,bold-words-in-string,Medium,52.109458161331354,True,,array;hash-table;string;trie;string-matching,https://leetcode.com/problems/bold-words-in-string/
Employee Free Time,employee-free-time,Hard,72.6010915621894,True,,array;line-sweep;sorting;heap-priority-queue,https://leetcode.com/problems/employee-free-time/
Find Anagram Mappings,find-anagram-mappings,Easy,83.88789154389006,True,,array;hash-table,https://leetcode.com/problems/find-anagram-mappings/
Special Binary String,special-binary-string,Hard,63.54318390246534,False,,string;recursion,https://leetcode.com/problems/special-binary-string/
Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,71.05647880180207,False,,math;bit-manipulation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/
Partition Labels,partition-labels,Medium,81.54186738652857,False,,hash-table;two-pointers;string;greedy,https://leetcode.com/problems/partition-labels/
Largest Plus Sign,largest-plus-sign,Medium,48.57474050266084,False,,array;dynamic-programming,https://leetcode.com/problems/largest-plus-sign/
Couples Holding Hands,couples-holding-hands,Hard,58.417385217474305,False,,greedy;depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/couples-holding-hands/
Toeplitz Matrix,toeplitz-matrix,Easy,69.39922184277147,False,,array;matrix,https://leetcode.com/problems/toeplitz-matrix/
Reorganize String,reorganize-string,Medium,56.221948950320034,False,,hash-table;string;greedy;sorting;heap-priority-queue;counting,https://leetcode.com/problems/reorganize-string/
Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,54.208600814523365,False,,array;stack;greedy;sorting;monotonic-stack,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/
Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,64.05452131853512,False,,array;stack;greedy;sorting;monotonic-stack,https://leetcode.com/problems/max-chunks-to-make-sorted/
Basic Calculator IV,basic-calculator-iv,Hard,48.694278694278694,False,,hash-table;math;string;stack;recursion,https://leetcode.com/problems/basic-calculator-iv/
Jewels and Stones,jewels-and-stones,Easy,89.23387804418303,False,,hash-table;string,https://leetcode.com/problems/jewels-and-stones/
Basic Calculator III,basic-calculator-iii,Hard,52.507847076740475,True,,math;string;stack;recursion,https://leetcode.com/problems/basic-calculator-iii/
Sliding Puzzle,sliding-puzzle,Hard,73.13795224651585,False,,array;dynamic-programming;backtracking;breadth-first-search;memoization;matrix,https://leetcode.com/problems/sliding-puzzle/
Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.95591102937679,True,,array;binary-search,https://leetcode.com/problems/minimize-max-distance-to-gas-station/
Global and Local Inversions,global-and-local-inversions,Medium,42.34900199859838,False,,array;math,https://leetcode.com/problems/global-and-local-inversions/
Split BST,split-bst,Medium,82.39729840056407,True,,tree;binary-search-tree;recursion;binary-tree,https://leetcode.com/problems/split-bst/
Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,37.54122412664736,False,,two-pointers;string,https://leetcode.com/problems/swap-adjacent-in-lr-string/
Swim in Rising Water,swim-in-rising-water,Hard,62.92561644821725,False,,array;binary-search;depth-first-search;breadth-first-search;union-find;heap-priority-queue;matrix,https://leetcode.com/problems/swim-in-rising-water/
K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,47.42451585753709,False,,math;bit-manipulation;recursion,https://leetcode.com/problems/k-th-symbol-in-grammar/
Reaching Points,reaching-points,Hard,33.65914484534009,False,,math,https://leetcode.com/problems/reaching-points/
Rabbits in Forest,rabbits-in-forest,Medium,58.262973152452325,False,,array;hash-table;math;greedy,https://leetcode.com/problems/rabbits-in-forest/
Transform to Chessboard,transform-to-chessboard,Hard,50.56493556403884,False,,array;math;bit-manipulation;matrix,https://leetcode.com/problems/transform-to-chessboard/
Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,60.32590083498858,False,,tree;depth-first-search;breadth-first-search;binary-search-tree;binary-tree,https://leetcode.com/problems/minimum-distance-between-bst-nodes/
Letter Case Permutation,letter-case-permutation,Medium,75.17625223751281,False,,string;backtracking;bit-manipulation,https://leetcode.com/problems/letter-case-permutation/
Is Graph Bipartite?,is-graph-bipartite,Medium,57.76715017435501,False,,depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/is-graph-bipartite/
K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.5289858457514,False,,array;two-pointers;binary-search;sorting;heap-priority-queue,https://leetcode.com/problems/k-th-smallest-prime-fraction/
Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,40.43156681640639,False,,dynamic-programming;depth-first-search;breadth-first-search;graph;heap-priority-queue;shortest-path,https://leetcode.com/problems/cheapest-flights-within-k-stops/
Rotated Digits,rotated-digits,Medium,56.446425788536644,False,,math;dynamic-programming,https://leetcode.com/problems/rotated-digits/
Escape The Ghosts,escape-the-ghosts,Medium,62.6162452775356,False,,array;math,https://leetcode.com/problems/escape-the-ghosts/
Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,51.96234700931159,False,,dynamic-programming,https://leetcode.com/problems/domino-and-tromino-tiling/
Custom Sort String,custom-sort-string,Medium,72.0193154839968,False,,hash-table;string;sorting,https://leetcode.com/problems/custom-sort-string/
Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.68597225721061,False,,array;hash-table;string;binary-search;dynamic-programming;trie;sorting,https://leetcode.com/problems/number-of-matching-subsequences/
Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,45.80819374709928,False,,math;binary-search,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function/
Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.6089107023211,False,,array;matrix,https://leetcode.com/problems/valid-tic-tac-toe-state/
Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.97037591572643,False,,array;two-pointers,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
Rotate String,rotate-string,Easy,63.98599369329283,False,,string;string-matching,https://leetcode.com/problems/rotate-string/
All Paths From Source to Target,all-paths-from-source-to-target,Medium,83.13792688386108,False,,backtracking;depth-first-search;breadth-first-search;graph,https://leetcode.com/problems/all-paths-from-source-to-target/
Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,52.17433570965652,False,,array;prefix-sum,https://leetcode.com/problems/smallest-rotation-with-highest-score/
Champagne Tower,champagne-tower,Medium,58.29160487990086,False,,dynamic-programming,https://leetcode.com/problems/champagne-tower/
Similar RGB Color,similar-rgb-color,Easy,67.77110694183865,True,,math;string;enumeration,https://leetcode.com/problems/similar-rgb-color/
Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,40.7764795253943,False,,array;dynamic-programming,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/
Find Eventual Safe States,find-eventual-safe-states,Medium,68.73727812757775,False,,depth-first-search;breadth-first-search;graph;topological-sort,https://leetcode.com/problems/find-eventual-safe-states/
Bricks Falling When Hit,bricks-falling-when-hit,Hard,35.76087412440753,False,,array;union-find;matrix,https://leetcode.com/problems/bricks-falling-when-hit/
Unique Morse Code Words,unique-morse-code-words,Easy,83.25562037055101,False,,array;hash-table;string,https://leetcode.com/problems/unique-morse-code-words/
Split Array With Same Average,split-array-with-same-average,Hard,26.02266264164151,False,,array;math;dynamic-programming;bit-manipulation;bitmask,https://leetcode.com/problems/split-array-with-same-average/
Number of Lines To Write String,number-of-lines-to-write-string,Easy,70.76436674725683,False,,array;string,https://leetcode.com/problems/number-of-lines-to-write-string/
Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.2148457742284,False,,array;greedy;matrix,https://leetcode.com/problems/max-increase-to-keep-city-skyline/
Soup Servings,soup-servings,Medium,53.23035979473909,False,,math;dynamic-programming;probability-and-statistics,https://leetcode.com/problems/soup-servings/
Expressive Words,expressive-words,Medium,46.403491643343244,False,,array;two-pointers;string,https://leetcode.com/problems/expressive-words/
Chalkboard XOR Game,chalkboard-xor-game,Hard,63.013698630136986,False,,array;math;bit-manipulation;brainteaser;game-theory,https://leetcode.com/problems/chalkboard-xor-game/
Subdomain Visit Count,subdomain-visit-count,Medium,76.84196859959381,False,,array;hash-table;string;counting,https://leetcode.com/problems/subdomain-visit-count/
Largest Triangle Area,largest-triangle-area,Easy,62.10329089598847,False,,array;math;geometry,https://leetcode.com/problems/largest-triangle-area/
Largest Sum of Averages,largest-sum-of-averages,Medium,54.06440553884063,False,,array;dynamic-programming;prefix-sum,https://leetcode.com/problems/largest-sum-of-averages/
Binary Tree Pruning,binary-tree-pruning,Medium,72.36947919922841,False,,tree;depth-first-search;binary-tree,https://leetcode.com/problems/binary-tree-pruning/
Bus Routes,bus-routes,Hard,46.95644083951348,False,,array;hash-table;breadth-first-search,https://leetcode.com/problems/bus-routes/
Ambiguous Coordinates,ambiguous-coordinates,Medium,55.89456704533754,False,,string;backtracking;enumeration,https://leetcode.com/problems/ambiguous-coordinates/
Linked List Components,linked-list-components,Medium,57.223201846606244,False,,array;hash-table;linked-list,https://leetcode.com/problems/linked-list-components/
Race Car,race-car,Hard,44.14416850302153,False,,dynamic-programming,https://leetcode.com/problems/race-car/
Most Common Word,most-common-word,Easy,44.58178412590174,False,,array;hash-table;string;counting,https://leetcode.com/problems/most-common-word/
Short Encoding of Words,short-encoding-of-words,Medium,60.56875273208501,False,,array;hash-table;string;trie,https://leetcode.com/problems/short-encoding-of-words/
Shortest Distance to a Character,shortest-distance-to-a-character,Easy,72.19525766422869,False,,array;two-pointers;string,https://leetcode.com/problems/shortest-distance-to-a-character/
Card Flipping Game,card-flipping-game,Medium,48.35283872475096,False,,array;hash-table,https://leetcode.com/problems/card-flipping-game/
Binary Trees With Factors,binary-trees-with-factors,Medium,52.92878515858768,False,,array;hash-table;dynamic-programming;sorting,https://leetcode.com/problems/binary-trees-with-factors/
Goat Latin,goat-latin,Easy,69.37421773275702,False,,string,https://leetcode.com/problems/goat-latin/
Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,49.12358201273776,False,,array;two-pointers;binary-search;sorting,https://leetcode.com/problems/friends-of-appropriate-ages/
Most Profit Assigning Work,most-profit-assigning-work,Medium,55.943346773205825,False,,array;two-pointers;binary-search;greedy;sorting,https://leetcode.com/problems/most-profit-assigning-work/
Making A Large Island,making-a-large-island,Hard,54.97503037268613,False,,array;depth-first-search;breadth-first-search;union-find;matrix,https://leetcode.com/problems/making-a-large-island/
Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.88062538484192,False,,hash-table;string;dynamic-programming,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/
Consecutive Numbers Sum,consecutive-numbers-sum,Hard,42.02936514631515,False,,math;enumeration,https://leetcode.com/problems/consecutive-numbers-sum/
Positions of Large Groups,positions-of-large-groups,Easy,53.06591253486733,False,,string,https://leetcode.com/problems/positions-of-large-groups/
Masking Personal Information,masking-personal-information,Medium,50.533899950385056,False,,string,https://leetcode.com/problems/masking-personal-information/
Flipping an Image,flipping-an-image,Easy,82.9682126314534,False,,array;two-pointers;bit-manipulation;matrix;simulation,https://leetcode.com/problems/flipping-an-image/
Find And Replace in String,find-and-replace-in-string,Medium,51.27166357775601,False,,array;hash-table;string;sorting,https://leetcode.com/problems/find-and-replace-in-string/
Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.35234416100579,False,,dynamic-programming;tree;depth-first-search;graph,https://leetcode.com/problems/sum-of-distances-in-tree/
Image Overlap,image-overlap,Medium,63.74665386498465,False,,array;matrix,https://leetcode.com/problems/image-overlap/
Rectangle Overlap,rectangle-overlap,Easy,45.760103580039996,False,,math;geometry,https://leetcode.com/problems/rectangle-overlap/
New 21 Game,new-21-game,Medium,44.78601765924363,False,,math;dynamic-programming;sliding-window;probability-and-statistics,https://leetcode.com/problems/new-21-game/
Push Dominoes,push-dominoes,Medium,63.02526802026958,False,,two-pointers;string;dynamic-programming,https://leetcode.com/problems/push-dominoes/
Similar String Groups,similar-string-groups,Hard,55.40014564447681,False,,array;hash-table;string;depth-first-search;breadth-first-search;union-find,https://leetcode.com/problems/similar-string-groups/
Magic Squares In Grid,magic-squares-in-grid,Medium,51.52263575180793,False,,array;hash-table;math;matrix,https://leetcode.com/problems/magic-squares-in-grid/
Keys and Rooms,keys-and-rooms,Medium,74.71058000730847,False,,depth-first-search;breadth-first-search;graph,https://leetcode.com/problems/keys-and-rooms/
Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,39.68156100391702,False,,string;backtracking,https://leetcode.com/problems/split-array-into-fibonacci-sequence/
Guess the Word,guess-the-word,Hard,37.62627748911736,False,,array;math;string;interactive;game-theory,https://leetcode.com/problems/guess-the-word/
Backspace String Compare,backspace-string-compare,Easy,49.486646857898144,False,,two-pointers;string;stack;simulation,https://leetcode.com/problems/backspace-string-compare/
Longest Mountain in Array,longest-mountain-in-array,Medium,41.105447417743136,False,,array;two-pointers;dynamic-programming;enumeration,https://leetcode.com/problems/longest-mountain-in-array/
Hand of Straights,hand-of-straights,Medium,57.137458867843534,False,,array;hash-table;greedy;sorting,https://leetcode.com/problems/hand-of-straights/
Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.44454672726924,False,,dynamic-programming;bit-manipulation;breadth-first-search;graph;bitmask,https://leetcode.com/problems/shortest-path-visiting-all-nodes/
Shifting Letters,shifting-letters,Medium,45.5298682094319,False,,array;string;prefix-sum,https://leetcode.com/problems/shifting-letters/
Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,49.00982975887556,False,,array,https://leetcode.com/problems/maximize-distance-to-closest-person/
Rectangle Area II,rectangle-area-ii,Hard,54.53394836024076,False,,array;segment-tree;line-sweep;ordered-set,https://leetcode.com/problems/rectangle-area-ii/
Loud and Rich,loud-and-rich,Medium,61.72672309552599,False,,array;depth-first-search;graph;topological-sort,https://leetcode.com/problems/loud-and-rich/
Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,67.5438438696533,False,,array;binary-search,https://leetcode.com/problems/peak-index-in-a-mountain-array/
Car Fleet,car-fleet,Medium,53.51769011793412,False,,array;stack;sorting;monotonic-stack,https://leetcode.com/problems/car-fleet/
K-Similar Strings,k-similar-strings,Hard,40.054801048367885,False,,string;breadth-first-search,https://leetcode.com/problems/k-similar-strings/
Exam Room,exam-room,Medium,42.88084134088704,False,,design;heap-priority-queue;ordered-set,https://leetcode.com/problems/exam-room/
Score of Parentheses,score-of-parentheses,Medium,63.709236375255784,False,,string;stack,https://leetcode.com/problems/score-of-parentheses/
Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,63.45132594406713,False,,array;greedy;sorting;heap-priority-queue,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
Mirror Reflection,mirror-reflection,Medium,61.9656344130696,False,,math;geometry;number-theory,https://leetcode.com/problems/mirror-reflection/
Buddy Strings,buddy-strings,Easy,33.656546972410624,False,,hash-table;string,https://leetcode.com/problems/buddy-strings/
Lemonade Change,lemonade-change,Easy,58.4702478680767,False,,array;greedy,https://leetcode.com/problems/lemonade-change/
Score After Flipping Matrix,score-after-flipping-matrix,Medium,80.24553287751314,False,,array;greedy;bit-manipulation;matrix,https://leetcode.com/problems/score-after-flipping-matrix/
Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,32.28433925904351,False,,array;binary-search;queue;sliding-window;heap-priority-queue;prefix-sum;monotonic-queue,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/
All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,66.49918545443099,False,,hash-table;tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,53.71107733661587,False,,array;bit-manipulation;breadth-first-search;matrix,https://leetcode.com/problems/shortest-path-to-get-all-keys/
Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,72.49404652061969,False,,hash-table;tree;depth-first-search;breadth-first-search;binary-tree,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/
